r2,max_error,mean_absolute_error,mean_squared_error,file,encode,model
-4.610152148500917,64.82673029092162,18.871467507651378,628.0080502283325,i_c_v_t.npy,True,linear
-0.0034699753529536803,34.172694948793094,8.020814104417571,112.32979177801319,o_c_x_p.npy,True,linear
-0.09586472557007042,35.593489147755484,8.754391373677953,122.67258559166937,o_n_x_t.npy,True,linear
-0.13478144975714978,32.47776732327715,8.936658836567346,127.02897654704341,o_n_v_-.npy,True,linear
0.014187924254172923,32.912924414456214,7.860600906507268,110.35314251612778,i_c_-_s.npy,True,linear
-0.24764596961550467,32.29080701250655,8.532939788374028,139.6631841727924,o_n_-_t.npy,True,linear
-0.0047114124603062635,34.36339294752842,8.114259123603679,112.46875993371249,o_n_x_p.npy,True,linear
8.774516177312286e-06,34.30600625901709,8.037703663723063,111.94037579343446,o_c_-_p.npy,True,linear
-0.008671405972091373,34.547330975222096,7.987117448839352,112.91204698519067,o_n_v_s.npy,True,linear
0.0002773185533861966,34.29202208274564,8.032531721940272,111.91031460921985,o_n_-_p.npy,True,linear
-7.072902392168956e-05,34.355586442168914,8.08312992742002,111.94927552768091,o_c_v_s.npy,True,linear
-0.08892045836510265,34.14599621199768,8.156364415279732,121.89523489025896,i_n_v_t.npy,True,linear
-0.004616399922112269,34.060475430101505,7.985566443698714,112.4581241011577,i_n_-_p.npy,True,linear
-0.39276432564183916,28.864855301890557,10.121419030536403,155.90793002069094,i_c_x_-.npy,True,linear
-0.15879955382802735,32.52745929369749,9.01972655232483,129.7175957339158,o_c_-_-.npy,True,linear
-0.6397689082374278,32.63594237948004,10.75962087432352,183.55795843476318,i_n_v_-.npy,True,linear
-0.023391919791105442,37.496886344056065,7.9572791627313695,114.55988129291235,o_c_-_t.npy,True,linear
-0.0007221155914622912,34.38204207872257,8.067647807392527,112.02219262465044,o_n_v_t.npy,True,linear
-0.33959502085860516,28.54010588614954,9.909133359483942,149.95608583802698,i_c_-_-.npy,True,linear
-0.005774654338364549,34.28146389552173,8.04258841435536,112.58778067345105,i_c_x_s.npy,True,linear
-0.1521849528410648,33.42869037165825,8.958502131597697,128.97714831664376,o_n_-_-.npy,True,linear
-0.1466900001834166,31.813757710371114,9.002481457150786,128.36203585386522,o_c_v_-.npy,True,linear
-0.0012288380628651119,35.010663583226105,8.207482934434623,112.0789158262409,i_n_-_s.npy,True,linear
0.0008846580676833415,34.651603399420424,8.109426643568439,111.84232819920739,i_n_v_s.npy,True,linear
-0.002880953731279501,34.32577074520351,8.075194733406612,112.26385589777708,o_n_v_p.npy,True,linear
-0.25652565671483973,33.79035884217541,9.32393968665211,140.65718840552628,o_c_x_-.npy,True,linear
-0.002494781898069176,34.14084934574671,8.045791443650199,112.22062729833664,i_c_-_p.npy,True,linear
-0.21003378888938307,32.06681009128251,8.765121083362459,135.45282558404023,i_c_-_t.npy,True,linear
0.0021918188669223237,34.29772845196282,7.982964620497285,111.69600284418392,i_n_x_p.npy,True,linear
0.0017516507450929808,34.27982405249075,8.024954770868721,111.74527586150069,i_n_v_p.npy,True,linear
0.005211906840690839,33.64709782922939,7.9570817303846235,111.35793009504624,i_c_v_s.npy,True,linear
0.0011026557843821783,34.343039349519664,8.037731431014969,111.81792523875383,i_c_v_p.npy,True,linear
0.00023465073239503642,34.534548850261785,8.047845844515432,111.91509090304557,o_n_-_s.npy,True,linear
0.02013374369298704,33.05901526443941,7.873047068661626,109.68755941357732,o_c_x_s.npy,True,linear
-0.06482991294354434,34.68847460107127,8.503131149030215,119.19850652021422,o_c_v_t.npy,True,linear
0.019828887310922028,32.704928448797055,7.845629369451714,109.72168545098818,i_n_x_s.npy,True,linear
0.007278455659494476,32.254072490749316,7.740122672443483,111.12659781384504,o_c_x_t.npy,True,linear
-0.9008274726016776,39.469262798788506,11.358641718433386,212.7812086536736,i_n_x_-.npy,True,linear
-0.0029544877544307457,34.088855960298496,8.055228665927636,112.27208739618965,o_c_v_p.npy,True,linear
-0.5075849196731719,29.596126346567225,10.293815342672739,168.7611032457601,i_c_x_t.npy,True,linear
0.0012887100551424169,33.65931320105028,8.056632603481313,111.79709807101864,i_n_x_t.npy,True,linear
-0.3439571492229385,36.454094844826706,9.44318016858445,150.4443884110085,o_n_x_-.npy,True,linear
0.0018934672553314602,34.180716374093834,7.962757929698668,111.72940072875426,i_c_x_p.npy,True,linear
-0.011546696011438096,34.201275777016996,8.148567213615278,113.23391085691001,i_n_-_t.npy,True,linear
-0.0070841378949757505,34.47494150794996,8.163721553947134,112.73436604108912,o_c_-_s.npy,True,linear
-0.34455329189111916,28.041681854685418,9.927065521067696,150.51112143086112,i_c_v_-.npy,True,linear
-0.022477182123343153,34.618229123240134,8.129238161602206,114.45748431614669,o_n_x_s.npy,True,linear
-0.6137413608161932,32.08078292168307,10.700090106678154,180.64439943037812,i_n_-_-.npy,True,linear
-0.05333857623691429,36.168785095214844,8.390484041637844,117.91215068375507,i_c_v_t.npy,False,linear
-0.23768100366691902,33.98300549620456,9.1233940492716,138.54769235183792,o_c_x_p.npy,False,linear
-0.042669873834699334,35.31650114059448,8.092411796251932,116.71788164848984,o_n_x_t.npy,False,linear
-0.13730328170158757,33.18138647971982,8.872309889462583,127.31127383961383,o_n_v_-.npy,False,linear
-68.24621926389092,211.49714636111457,71.46248913837351,7751.515822475493,i_c_-_s.npy,False,linear
-0.02749605528713528,33.786212682724,7.847509973578983,115.01930379385527,o_n_-_t.npy,False,linear
-0.32535776460672006,36.88415842299512,9.361250081606885,148.36234803864545,o_n_x_p.npy,False,linear
-0.16061720352694708,33.74580112846132,8.950774505550873,129.92106590962604,o_c_-_p.npy,False,linear
-4.322237131402667,51.52339420521474,19.87699762094826,595.7784522186522,o_n_v_s.npy,False,linear
-0.16990230394257,34.83859076132539,8.953139306124026,130.96045265954652,o_n_-_p.npy,False,linear
-4.970325111333776,50.07319306900882,20.727556774940044,668.3263008116195,o_c_v_s.npy,False,linear
-0.03236447131335529,34.91472339630127,8.295396897527906,115.56428089525951,i_n_v_t.npy,False,linear
-0.8996577635257961,36.93476614259241,11.241410075703389,212.6502698312256,i_n_-_p.npy,False,linear
-0.7634902330970657,35.87286050515266,11.109589024812205,197.40749155616504,i_c_x_-.npy,False,linear
-0.15727536952590504,33.75553548144788,8.93627950515981,129.5469764732563,o_c_-_-.npy,False,linear
-0.950169715214543,37.78256909018559,11.33129018410635,218.30464629974153,i_n_v_-.npy,False,linear
-0.0065208438826893644,34.06882667541504,8.14640979634391,112.67131014438661,o_c_-_t.npy,False,linear
0.0035130394100300055,34.31391906738281,8.035939772923788,111.54810362233833,o_n_v_t.npy,False,linear
-0.6867292645520875,33.22270434788274,11.002904205467571,188.81476449394958,i_c_-_-.npy,False,linear
-52.804848710674165,225.8952302193067,55.1527814268031,6022.98783298593,i_c_x_s.npy,False,linear
-0.1603923407681085,34.23494602185994,8.902781882155251,129.89589446703246,o_n_-_-.npy,False,linear
-0.1457025264115981,32.96109052150725,8.938339057706095,128.2514966988341,o_c_v_-.npy,False,linear
-14.039993807051285,115.3406669949909,28.07062288867423,1683.5973314442685,i_n_-_s.npy,False,linear
-20.476127914659585,195.8140720357917,33.03563530608038,2404.0669238789765,i_n_v_s.npy,False,linear
-0.13803847963604432,33.19618308930444,8.878975677394038,127.39357289481387,o_n_v_p.npy,False,linear
-0.23725683493187688,33.934953905334666,9.118672765103746,138.50021032760569,o_c_x_-.npy,False,linear
-0.6965952296332933,33.45680557579752,11.023886492823786,189.91917402336392,i_c_-_p.npy,False,linear
-0.04989305580061232,34.052006244659424,8.610515024926928,117.52645444701359,i_c_-_t.npy,False,linear
-1.1703323083176689,43.133963142663454,11.830214607329482,242.949945957943,i_n_x_p.npy,False,linear
-0.9499575747410811,37.76781055358856,11.331888913139636,218.2808990070502,i_n_v_p.npy,False,linear
-41.16346551093732,165.16186372881907,56.332666811312606,4719.83558832156,i_c_v_s.npy,False,linear
-0.6967222031624971,33.52894908472167,11.029615201186553,189.9333876126562,i_c_v_p.npy,False,linear
-7.477841779978549,116.78851376420039,21.104189569013354,949.0211219692654,o_n_-_s.npy,False,linear
-12.043767033444734,131.16609712743974,28.354336437812872,1460.1369954815032,o_c_x_s.npy,False,linear
-0.06454726048026527,32.82737398147583,8.562059409088558,119.16686601962573,o_c_v_t.npy,False,linear
-25.124386070372907,150.95190092494863,39.25849901807995,2924.3992542788733,i_n_x_s.npy,False,linear
-0.09492744293823852,32.88091778755188,8.760509683026207,122.56766490100917,o_c_x_t.npy,False,linear
-1.1703896101328675,43.16807306831957,11.83706692772581,242.9563604009536,i_n_x_-.npy,False,linear
-0.1336045007027069,32.638060180869054,8.89060905172132,126.8972272715632,o_c_v_p.npy,False,linear
-0.004994835534903208,34.83360815048218,7.99271481566959,112.50048669757841,i_c_x_t.npy,False,linear
0.009277420225690558,33.18208074569702,8.022372013992733,110.90283100566181,i_n_x_t.npy,False,linear
-0.3210107488334837,36.802098086643554,9.344314235802251,147.8757371896346,o_n_x_-.npy,False,linear
-0.7516873737948402,35.87073075801081,11.093564698159183,196.08626345729957,i_c_x_p.npy,False,linear
-0.013273282045868307,34.445982456207275,8.134964048862457,113.42718724235061,i_n_-_t.npy,False,linear
-10.213488839170173,141.71761383062386,24.68555304144759,1255.253168851429,o_c_-_s.npy,False,linear
-0.7061418255484204,33.58368307386795,11.068336130952504,190.98783293461622,i_c_v_-.npy,False,linear
-4.043220708381025,69.78929120620865,17.934296402636377,564.5449749144178,o_n_x_s.npy,False,linear
-0.9181924822179699,37.535832307372985,11.286468708842747,214.72507141223318,i_n_-_-.npy,False,linear
-0.10550673203010841,35.97,7.977888888888889,123.75192488888888,i_c_v_t.npy,False,rf
0.01516744966776018,32.392,8.007777777777775,110.24349311111112,o_c_x_p.npy,False,rf
-0.09853688924425819,38.576,8.190722222222222,122.97171122222221,o_n_x_t.npy,False,rf
-0.2278005722793568,35.466,8.723833333333333,137.4416634444444,o_n_v_-.npy,False,rf
-0.037212962254266735,36.722,8.062111111111111,116.10702755555556,i_c_-_s.npy,False,rf
-0.4095905968182192,40.172,9.072833333333334,157.79148566666663,o_n_-_t.npy,False,rf
-0.037535019768948796,35.538,8.331888888888889,116.14307911111112,o_n_x_p.npy,False,rf
-0.002581414872204757,33.196,8.127444444444444,112.23032511111109,o_c_-_p.npy,False,rf
-0.6068308597424801,32.79,10.056277777777776,179.87082855555556,o_n_v_s.npy,False,rf
-0.1036017326091152,38.364000000000004,8.00488888888889,123.53867666666666,o_n_-_p.npy,False,rf
-0.5700456728335492,47.192,9.025611111111111,175.75304477777775,o_c_v_s.npy,False,rf
-0.04494582855882423,32.204,8.24588888888889,116.97265511111111,i_n_v_t.npy,False,rf
-0.009115698254707816,32.074,8.117277777777776,112.96178166666667,i_n_-_p.npy,False,rf
-0.2004545379249496,35.75,8.528500000000001,134.38051122222222,i_c_x_-.npy,False,rf
-0.21660225658275656,35.548,8.503833333333333,136.18810877777776,o_c_-_-.npy,False,rf
-0.20773411828283117,34.718,8.644333333333334,135.19539733333332,i_n_v_-.npy,False,rf
-0.20423790575973988,31.784,8.898388888888888,134.80402655555557,o_c_-_t.npy,False,rf
-0.051370370950398314,30.878,8.083222222222222,117.6918271111111,o_n_v_t.npy,False,rf
-0.16877160682676684,34.208,8.543000000000001,130.8338808888889,i_c_-_-.npy,False,rf
-0.19964649480272412,34.37,8.80888888888889,134.29005777777778,i_c_x_s.npy,False,rf
-0.2341841666436899,35.37,8.755611111111111,138.15625166666663,o_n_-_-.npy,False,rf
-0.2215844257079047,35.354,8.579444444444443,136.74581955555553,o_c_v_-.npy,False,rf
-0.07899139750199913,34.802,8.211388888888889,120.78376233333334,i_n_-_s.npy,False,rf
-0.19054780523311932,36.734,8.965499999999999,133.2715381111111,i_n_v_s.npy,False,rf
-0.057262394441534026,34.762,8.47177777777778,118.35138822222221,o_n_v_p.npy,False,rf
-0.17282597766687813,35.564,8.574333333333335,131.28773266666667,o_c_x_-.npy,False,rf
-0.05583691394855128,33.884,7.924666666666663,118.19181800000001,i_c_-_p.npy,False,rf
-0.09853523659323393,32.93,8.615111111111112,122.97152622222221,i_c_-_t.npy,False,rf
-0.016196782817282207,32.37,8.221944444444443,113.7544478888889,i_n_x_p.npy,False,rf
-0.018650091152223602,33.312,8.086944444444445,114.02907455555555,i_n_v_p.npy,False,rf
-0.056416504121977296,34.108,8.319833333333333,118.25669811111109,i_c_v_s.npy,False,rf
-0.0044913940831015076,33.606,7.874055555555556,112.44413077777779,i_c_v_p.npy,False,rf
-1.0803904621577658,49.962,10.738666666666667,232.88173355555557,o_n_-_s.npy,False,rf
0.021247676859025733,24.740000000000002,7.780111111111113,109.5628642222222,o_c_x_s.npy,False,rf
-0.5254037174446495,43.769999999999996,9.785388888888887,170.75576366666664,o_c_v_t.npy,False,rf
0.017946780887258984,33.53,8.007944444444444,109.932371,i_n_x_s.npy,False,rf
-0.27460543097410994,29.704,9.53088888888889,142.68106288888887,o_c_x_t.npy,False,rf
-0.21409401373073456,35.638,8.85011111111111,135.9073326666667,i_n_x_-.npy,False,rf
0.07866701083569982,32.932,7.994,103.135266,o_c_v_p.npy,False,rf
-0.24782032821417754,30.362,9.132055555555558,139.6827021111111,i_c_x_t.npy,False,rf
0.026780778295514174,29.16,7.832666666666666,108.94348133333331,i_n_x_t.npy,False,rf
-0.2701207693622656,35.684,9.15911111111111,142.1790437777778,o_n_x_-.npy,False,rf
-0.06042935520692616,33.616,8.171277777777778,118.70590211111113,i_c_x_p.npy,False,rf
-0.3036073640850312,39.394,8.761888888888889,145.92757866666665,i_n_-_t.npy,False,rf
-0.9541344838843093,50.226,10.08238888888889,218.74846788888894,o_c_-_s.npy,False,rf
